500,2.3333333333333335
1000,3.0
1500,1.0
2000,2.3333333333333335
2500,1.0
3000,0.6666666666666666
3500,0.6666666666666666
4000,1.6666666666666667
4500,2.6666666666666665
5000,0.6666666666666666
5500,1.0
6000,0.6666666666666666
6500,1.6666666666666667
7000,2.3333333333333335
7500,0.0
8000,1.6666666666666667
8500,2.0
9000,2.3333333333333335
9500,1.6666666666666667
10000,2.6666666666666665
10500,1.0
11000,1.6666666666666667
11500,4.333333333333333
12000,2.3333333333333335
12500,3.6666666666666665
13000,3.3333333333333335
13500,1.3333333333333333
14000,2.3333333333333335
14500,4.0
15000,3.0
15500,1.6666666666666667
16000,5.333333333333333
16500,3.6666666666666665
17000,4.666666666666667
17500,4.666666666666667
18000,0.6666666666666666
18500,6.0
19000,6.0
19500,6.333333333333333
20000,5.666666666666667
20500,8.333333333333334
21000,6.0
21500,7.333333333333333
22000,8.666666666666666
22500,8.333333333333334
23000,11.0
23500,6.333333333333333
24000,12.666666666666666
24500,9.333333333333334
25000,15.666666666666666
25500,12.666666666666666
26000,11.666666666666666
26500,14.333333333333334
27000,17.666666666666668
27500,14.0
28000,13.666666666666666
28500,13.0
29000,12.0
29500,15.333333333333334
30000,18.333333333333332
30500,11.666666666666666
31000,24.666666666666668
31500,16.333333333333332
32000,21.333333333333332
32500,18.0
33000,19.0
33500,24.666666666666668
34000,22.666666666666668
34500,27.0
35000,16.666666666666668
35500,23.0
36000,31.0
36500,18.333333333333332
37000,24.666666666666668
37500,30.666666666666668
38000,39.333333333333336
38500,30.0
39000,40.333333333333336
39500,26.333333333333332
40000,32.0
40500,34.333333333333336
41000,19.333333333333332
41500,28.0
42000,18.0
42500,23.333333333333332
43000,32.666666666666664
43500,28.666666666666668
44000,43.666666666666664
44500,23.333333333333332
45000,38.333333333333336
45500,46.0
46000,40.666666666666664
46500,40.666666666666664
47000,40.333333333333336
47500,50.0
48000,41.333333333333336
48500,33.0
49000,29.333333333333332
49500,43.0
50000,34.0
50500,41.0
51000,55.333333333333336
51500,19.666666666666668
52000,48.333333333333336
52500,31.666666666666668
53000,51.666666666666664
53500,63.666666666666664
54000,51.0
54500,33.333333333333336
55000,60.0
55500,66.33333333333333
56000,35.666666666666664
56500,68.66666666666667
57000,57.0
57500,57.666666666666664
58000,75.66666666666667
58500,73.0
59000,46.0
59500,54.666666666666664
60000,53.0
60500,57.666666666666664
61000,59.666666666666664
61500,72.66666666666667
62000,39.333333333333336
62500,66.0
63000,75.0
63500,77.33333333333333
64000,71.0
64500,71.66666666666667
65000,54.666666666666664
65500,66.0
66000,124.66666666666667
66500,62.666666666666664
67000,77.33333333333333
67500,69.66666666666667
68000,76.66666666666667
68500,78.33333333333333
69000,68.66666666666667
69500,81.66666666666667
70000,98.66666666666667
70500,92.66666666666667
71000,86.0
71500,119.0
72000,49.666666666666664
72500,101.0
73000,114.33333333333333
73500,130.33333333333334
74000,183.66666666666666
74500,122.33333333333333
75000,36.333333333333336
75500,90.0
76000,35.0
76500,64.33333333333333
77000,175.66666666666666
77500,108.33333333333333
