0,tensor(0.)
0,tensor(0.)
0,tensor(0.)
0,tensor(0.)
1000,tensor(12.8750)
1000,tensor(17.7500)
2000,tensor(21.6250)
2000,tensor(12.5000)
3000,tensor(18.1875)
3000,tensor(23.3125)
4000,tensor(27.6250)
4000,tensor(23.1875)
5000,tensor(17.1875)
5000,tensor(28.9375)
6000,tensor(26.1875)
6000,tensor(22.4375)
7000,tensor(19.8125)
7000,tensor(25.1250)
8000,tensor(40.5000)
8000,tensor(20.5000)
9000,tensor(39.5000)
9000,tensor(27.6875)
10000,tensor(53.6250)
10000,tensor(35.8125)
11000,tensor(63.)
11000,tensor(46.4375)
12000,tensor(55.3750)
12000,tensor(48.8750)
13000,tensor(76.3125)
13000,tensor(53.5625)
14000,tensor(71.3125)
14000,tensor(50.6250)
15000,tensor(97.5625)
15000,tensor(57.7500)
16000,tensor(64.1250)
16000,tensor(64.1250)
17000,tensor(90.8125)
17000,tensor(71.5000)
18000,tensor(68.9375)
18000,tensor(64.)
19000,tensor(106.2500)
19000,tensor(69.0625)
20000,tensor(67.9375)
20000,tensor(73.1875)
21000,tensor(99.9375)
21000,tensor(81.8125)
22000,tensor(90.3125)
22000,tensor(75.)
23000,tensor(88.5000)
23000,tensor(63.8750)
24000,tensor(116.3750)
24000,tensor(65.4375)
25000,tensor(87.8750)
25000,tensor(80.6875)
26000,tensor(112.4375)
26000,tensor(86.6250)
27000,tensor(90.6250)
27000,tensor(76.6875)
28000,tensor(161.3125)
28000,tensor(103.1875)
29000,tensor(148.0625)
29000,tensor(93.1250)
30000,tensor(127.8125)
30000,tensor(97.7500)
31000,tensor(185.3125)
31000,tensor(77.9375)
32000,tensor(158.3750)
32000,tensor(85.2500)
33000,tensor(185.1875)
33000,tensor(82.6875)
34000,tensor(192.8750)
34000,tensor(92.8125)
35000,tensor(148.1250)
35000,tensor(113.7500)
36000,tensor(214.3750)
36000,tensor(106.8750)
37000,tensor(132.5625)
37000,tensor(109.1875)
38000,tensor(115.6875)
38000,tensor(49.2500)
39000,tensor(121.8750)
39000,tensor(101.3750)
40000,tensor(148.2500)
40000,tensor(160.3125)
41000,tensor(136.2500)
41000,tensor(150.3750)
42000,tensor(135.4375)
42000,tensor(112.5625)
43000,tensor(244.5000)
43000,tensor(141.6250)
44000,tensor(170.7500)
44000,tensor(187.5000)
45000,tensor(174.2500)
45000,tensor(127.0625)
46000,tensor(127.)
46000,tensor(180.5625)
47000,tensor(194.8750)
47000,tensor(188.8125)
48000,tensor(127.)
48000,tensor(188.7500)
49000,tensor(184.1250)
49000,tensor(151.9375)
50000,tensor(151.6875)
50000,tensor(169.0625)
51000,tensor(109.2500)
51000,tensor(175.4375)
52000,tensor(5.5000)
52000,tensor(144.8750)
53000,tensor(106.4375)
53000,tensor(175.8125)
54000,tensor(206.5625)
54000,tensor(181.1250)
55000,tensor(150.3125)
55000,tensor(170.8125)
56000,tensor(139.)
56000,tensor(154.3125)
57000,tensor(218.3125)
57000,tensor(209.4375)
58000,tensor(127.3750)
58000,tensor(243.6250)
59000,tensor(179.4375)
59000,tensor(186.8750)
60000,tensor(200.)
60000,tensor(175.2500)
61000,tensor(117.3750)
61000,tensor(166.5625)
62000,tensor(173.0625)
62000,tensor(162.7500)
63000,tensor(205.5000)
63000,tensor(201.3125)
64000,tensor(209.1875)
64000,tensor(179.7500)
65000,tensor(159.6250)
65000,tensor(182.3125)
66000,tensor(244.9375)
66000,tensor(220.5000)
67000,tensor(221.9375)
67000,tensor(262.8125)
68000,tensor(216.8125)
68000,tensor(142.5625)
69000,tensor(53.7500)
69000,tensor(145.7500)
70000,tensor(33.4375)
70000,tensor(122.)
71000,tensor(115.8750)
71000,tensor(122.9375)
72000,tensor(256.1250)
72000,tensor(215.5000)
73000,tensor(187.3125)
73000,tensor(209.6250)
74000,tensor(158.6875)
74000,tensor(202.1250)
75000,tensor(196.1250)
75000,tensor(250.1875)
76000,tensor(201.6250)
76000,tensor(169.5625)
77000,tensor(193.8125)
77000,tensor(211.7500)
78000,tensor(240.1250)
78000,tensor(213.0625)
79000,tensor(177.5000)
79000,tensor(161.1250)
80000,tensor(171.8750)
80000,tensor(235.5625)
81000,tensor(168.)
81000,tensor(175.6875)
82000,tensor(204.6250)
82000,tensor(219.5000)
83000,tensor(220.6250)
83000,tensor(249.0625)
84000,tensor(199.)
84000,tensor(220.8125)
85000,tensor(174.6875)
85000,tensor(156.1250)
86000,tensor(158.2500)
86000,tensor(172.3125)
87000,tensor(183.7500)
87000,tensor(278.8750)
88000,tensor(221.3750)
88000,tensor(214.1250)
89000,tensor(251.1250)
89000,tensor(227.8125)
90000,tensor(188.9375)
90000,tensor(296.)
91000,tensor(220.5625)
91000,tensor(298.6875)
92000,tensor(194.6250)
92000,tensor(190.6250)
93000,tensor(245.)
93000,tensor(242.5000)
94000,tensor(259.6875)
94000,tensor(273.3125)
95000,tensor(206.5625)
95000,tensor(216.4375)
96000,tensor(220.4375)
96000,tensor(258.0625)
97000,tensor(159.0625)
97000,tensor(225.6250)
98000,tensor(199.8125)
98000,tensor(232.3750)
99000,tensor(212.8750)
99000,tensor(318.6250)
100000,tensor(225.1875)
100000,tensor(325.8750)
101000,tensor(173.0625)
101000,tensor(173.6250)
102000,tensor(219.5000)
102000,tensor(238.1875)
103000,tensor(230.9375)
103000,tensor(327.3125)
104000,tensor(195.5000)
104000,tensor(225.9375)
105000,tensor(217.0625)
105000,tensor(302.)
106000,tensor(198.8125)
106000,tensor(195.5000)
107000,tensor(287.5625)
107000,tensor(204.5625)
108000,tensor(274.5625)
108000,tensor(187.)
109000,tensor(202.0625)
109000,tensor(248.2500)
110000,tensor(247.7500)
110000,tensor(203.6875)
111000,tensor(233.1250)
111000,tensor(273.3125)
112000,tensor(247.6250)
112000,tensor(278.1875)
113000,tensor(186.5625)
113000,tensor(246.1875)
114000,tensor(228.)
114000,tensor(301.4375)
115000,tensor(171.6875)
115000,tensor(234.1875)
116000,tensor(237.5625)
116000,tensor(228.1875)
117000,tensor(269.9375)
117000,tensor(283.4375)
118000,tensor(236.9375)
118000,tensor(286.8125)
119000,tensor(339.0625)
119000,tensor(279.5625)
120000,tensor(282.8750)
120000,tensor(219.8125)
121000,tensor(268.0625)
121000,tensor(5.2500)
122000,tensor(297.)
122000,tensor(3.7500)
123000,tensor(228.3125)
123000,tensor(9.6250)
124000,tensor(256.9375)
124000,tensor(13.1250)
125000,tensor(272.6875)
125000,tensor(26.4375)
126000,tensor(228.5625)
126000,tensor(14.6250)
127000,tensor(222.)
127000,tensor(26.3750)
128000,tensor(253.0625)
128000,tensor(25.5625)
129000,tensor(236.2500)
129000,tensor(29.5000)
130000,tensor(239.3125)
130000,tensor(19.8750)
131000,tensor(286.2500)
131000,tensor(32.)
132000,tensor(310.2500)
132000,tensor(29.9375)
133000,tensor(265.4375)
133000,tensor(27.)
134000,tensor(303.8750)
134000,tensor(35.3125)
135000,tensor(231.3750)
135000,tensor(29.0625)
136000,tensor(250.2500)
136000,tensor(31.5625)
137000,tensor(227.0625)
137000,tensor(31.7500)
138000,tensor(216.1875)
138000,tensor(38.2500)
139000,tensor(230.2500)
139000,tensor(31.2500)
140000,tensor(293.6875)
140000,tensor(26.8750)
141000,tensor(196.4375)
141000,tensor(47.5625)
142000,tensor(192.7500)
142000,tensor(66.8125)
143000,tensor(277.1875)
143000,tensor(74.5625)
144000,tensor(259.0625)
144000,tensor(81.4375)
145000,tensor(295.1250)
145000,tensor(94.7500)
146000,tensor(246.7500)
146000,tensor(73.2500)
147000,tensor(243.1875)
147000,tensor(105.8750)
148000,tensor(287.6875)
148000,tensor(105.3750)
149000,tensor(247.6250)
149000,tensor(84.9375)
150000,tensor(221.3750)
150000,tensor(84.3750)
151000,tensor(262.7500)
151000,tensor(149.0625)
152000,tensor(296.6250)
152000,tensor(162.6250)
153000,tensor(263.)
153000,tensor(162.5000)
154000,tensor(241.8125)
155000,tensor(270.9375)
154000,tensor(173.3750)
156000,tensor(220.6250)
155000,tensor(226.7500)
157000,tensor(231.7500)
156000,tensor(257.3125)
158000,tensor(208.5625)
157000,tensor(176.1250)
159000,tensor(233.9375)
158000,tensor(232.2500)
160000,tensor(226.3750)
159000,tensor(201.8750)
161000,tensor(247.8125)
160000,tensor(223.8750)
162000,tensor(228.7500)
161000,tensor(174.5625)
163000,tensor(283.3750)
162000,tensor(229.1875)
164000,tensor(253.4375)
163000,tensor(190.1250)
165000,tensor(204.1875)
164000,tensor(234.9375)
166000,tensor(277.1250)
165000,tensor(213.5000)
167000,tensor(321.7500)
166000,tensor(6.8125)
168000,tensor(255.7500)
167000,tensor(8.)
169000,tensor(294.7500)
168000,tensor(14.6875)
170000,tensor(305.5625)
169000,tensor(12.8750)
171000,tensor(183.8750)
170000,tensor(12.8750)
172000,tensor(286.5000)
171000,tensor(14.9375)
173000,tensor(221.2500)
172000,tensor(10.6875)
174000,tensor(198.9375)
173000,tensor(10.3125)
175000,tensor(241.1875)
174000,tensor(10.6875)
176000,tensor(317.2500)
175000,tensor(11.9375)
177000,tensor(107.5625)
176000,tensor(14.1875)
178000,tensor(277.0625)
177000,tensor(24.9375)
179000,tensor(335.1875)
178000,tensor(24.1250)
180000,tensor(268.6875)
179000,tensor(34.9375)
181000,tensor(265.8125)
180000,tensor(46.3125)
182000,tensor(288.8125)
181000,tensor(56.2500)
183000,tensor(242.0625)
182000,tensor(53.4375)
184000,tensor(287.2500)
183000,tensor(60.5000)
185000,tensor(88.6250)
184000,tensor(72.1250)
186000,tensor(262.6250)
185000,tensor(73.1250)
187000,tensor(290.8125)
186000,tensor(74.3125)
188000,tensor(206.1250)
187000,tensor(79.5000)
189000,tensor(279.5000)
188000,tensor(69.4375)
190000,tensor(259.7500)
189000,tensor(97.1250)
191000,tensor(235.3125)
190000,tensor(74.6875)
192000,tensor(234.1875)
191000,tensor(97.5000)
193000,tensor(223.3750)
192000,tensor(99.5000)
194000,tensor(244.7500)
193000,tensor(77.5000)
195000,tensor(290.6875)
194000,tensor(95.3750)
196000,tensor(252.5625)
195000,tensor(5.1875)
197000,tensor(234.2500)
196000,tensor(4.5625)
198000,tensor(247.3125)
197000,tensor(104.5000)
199000,tensor(212.8125)
198000,tensor(90.5000)
200000,tensor(233.)
199000,tensor(101.3750)
201000,tensor(286.6875)
200000,tensor(114.2500)
202000,tensor(215.3750)
201000,tensor(110.9375)
203000,tensor(172.9375)
202000,tensor(105.5000)
204000,tensor(258.0625)
203000,tensor(113.8750)
205000,tensor(278.2500)
204000,tensor(123.6875)
206000,tensor(241.9375)
205000,tensor(138.)
207000,tensor(256.4375)
206000,tensor(197.3750)
208000,tensor(244.9375)
207000,tensor(233.9375)
209000,tensor(233.1250)
208000,tensor(3.9375)
210000,tensor(277.4375)
209000,tensor(167.5000)
211000,tensor(292.3750)
210000,tensor(199.6250)
212000,tensor(300.6875)
211000,tensor(243.2500)
213000,tensor(190.9375)
212000,tensor(180.6250)
214000,tensor(244.1875)
213000,tensor(163.7500)
215000,tensor(304.9375)
214000,tensor(121.7500)
216000,tensor(260.6250)
215000,tensor(182.0625)
217000,tensor(256.3750)
216000,tensor(244.5000)
218000,tensor(222.0625)
217000,tensor(152.)
219000,tensor(107.4375)
218000,tensor(112.0625)
220000,tensor(237.)
219000,tensor(183.8125)
221000,tensor(96.3125)
220000,tensor(175.6875)
222000,tensor(221.3125)
221000,tensor(121.3750)
223000,tensor(229.1875)
222000,tensor(153.)
224000,tensor(250.5625)
223000,tensor(160.3750)
225000,tensor(264.8750)
224000,tensor(163.8125)
226000,tensor(239.6250)
225000,tensor(179.8125)
227000,tensor(294.4375)
226000,tensor(182.4375)
228000,tensor(242.6250)
227000,tensor(201.)
229000,tensor(279.1875)
228000,tensor(221.0625)
230000,tensor(241.1875)
229000,tensor(247.9375)
231000,tensor(298.7500)
230000,tensor(55.5625)
232000,tensor(273.)
231000,tensor(125.6875)
233000,tensor(251.)
234000,tensor(239.3750)
232000,tensor(150.5000)
235000,tensor(93.5000)
233000,tensor(141.8125)
236000,tensor(238.6250)
234000,tensor(211.8750)
237000,tensor(227.7500)
235000,tensor(181.5625)
238000,tensor(242.5625)
